login,password,family_name,preferred_username,given_name,gender,email,phone_number,birthdate,birthplace,birthcountry,country,locality,postal_code,street_address
3999999987319,123,CIS CENTDEUX,,PNM EMILIE,female,agqvbglqomcc -4351@yopmail.com,123456789,1962-09-05,,99126,France,Paris,75107,20 avenue de Ségur
3999999998330,123,CIS CENTTREIZE,,PRENOM LUC,male,fdsccnrouugf-5365@yopmail.com,123456789,1949-02-21,,99119,France,Paris,75107,20 avenue de Ségur
3999999776201,123,DUBOIS,,Angela Claire Louise,female,dubonbois@yopmail.com,123456789,1962-08-24,75107,99100,France,Paris,75107,20 avenue de Ségur
3999999776202,123,DUBIGNOT,,Jean Philippe Arnaud,male,dubignot9087897@yopmail.com,123456789,1943-06-15,75109,99100,France,Paris,75107,20 avenue de Ségur
3999999776203,123,DUBINÔRE,,Joëlle Françoise,female,dubinore1877e@yopmail.com,123456789,1992-08-15,75117,99100,France,Paris,75107,20 avenue de Ségur
3999999776204,123,DELALALALANDE,,Emmanuel Alexandre Nicolas,male,lalalande@yopmail.com,123456789,1991-01-07,75101,99100,France,Paris,75107,20 avenue de Ségur
3999999776205,123,DURAND,,Audrey,female,durandale09877@yopmail.com,123456789,1978-02-15,75108,99100,France,Paris,75107,20 avenue de Ségur
3999999899240,123,HUGO,,VICTOR JOSEPH,male,VICTOR4JOSEPH@yopmail.com,123456789,1988-05-14,35238,99100,France,Paris,75107,20 avenue de Ségur
3999999899241,123,VANGH,,MIRANDA,female,MIRANDA@yopmail.com,123456789,1976-01-22,33281,99100,France,Paris,75107,20 avenue de Ségur
3999999899242,123,HADOCK,,VICTOIRE,female,VICTOIRE@yopmail.com,123456789,2000-05-22,71076,99100,France,Paris,75107,20 avenue de Ségur
3999999899243,123,GOMEZ,,PABLO,male,PABLO@yopmail.com,123456789,1964-01-23,63113,99100,France,Paris,75107,20 avenue de Ségur
3999999899244,123,LE BRETON,,VICTOR,male,VICTOR@yopmail.com,123456789,1989-01-18,57089,99100,France,Paris,75107,20 avenue de Ségur
3999999899245,123,CESAR,,CLEOPATRE,female,CLEOPATRE@yopmail.com,123456789,1992-05-25,49007,99100,France,Paris,75107,20 avenue de Ségur
3999999899246,123,LAMARTE,,NATACHA,female,NATACHA@yopmail.com,123456789,1941-09-30,22305,99100,France,Paris,75107,20 avenue de Ségur
3999999899247,123,DESOUSA,,FANNY,female,FANNY@yopmail.com,123456789,1962-10-05,75107,99100,France,Paris,75107,20 avenue de Ségur
3999999899248,123,PRAT,,CASSANDRE,female,CASSANDRE@yopmail.com,123456789,1972-05-28,75109,99100,France,Paris,75107,20 avenue de Ségur
3999999899400,123,AC CENTTREIZE,,LUC,male,LUC@yopmail.com,123456789,1940-02-18,75117,99100,France,Paris,75107,20 avenue de Ségur
3999999899401,123,AC QUATREVGTDIXHUIT,,MARIE CHANTALE,female,MARIE4CHANTALE@yopmail.com,123456789,1981-03-21,75101,99100,France,Paris,75107,20 avenue de Ségur
3999999899402,123,AC SIX,,YVETTE,female,YVETTE@yopmail.com,123456789,1971-03-14,75108,99100,France,Paris,75107,20 avenue de Ségur
3999999899403,123,AC SEPT,,RAYMOND,male,RAY13MOND@yopmail.com,123456789,1950-10-22,35238,99100,France,Paris,75107,20 avenue de Ségur
3999999899404,123,AC HUIT,,LUCIEN,male,L33UCIEN@yopmail.com,123456789,1925-11-08,33281,99100,France,Paris,75107,20 avenue de Ségur
3999999899405,123,AC NEUF,,ALIX,male,ALIX@yopmail.com,123456789,1964-08-17,71076,99100,France,Paris,75107,20 avenue de Ségur
3999999899406,123,AC DIX,,GUILLAUME,male,GUILLAUME@yopmail.com,123456789,1990-01-18,63113,99100,France,Paris,75107,20 avenue de Ségur
3999999899407,123,AC ONZE,,REMI,male,REMI@yopmail.com,123456789,1992-02-25,57089,99100,France,Paris,75107,20 avenue de Ségur
3999999899408,123,AC DOUZE,,MARCEL,male,MARCEL@yopmail.com,123456789,1943-09-08,49007,99100,France,Paris,75107,20 avenue de Ségur
3999999899409,123,AC TREIZE,,SEBASTIEN,male,SEBAS-13-TIEN@yopmail.com,123456789,1977-09-02,22305,99100,France,Paris,75107,20 avenue de Ségur
3999999899410,123,AC QUATORZE,,VINCENT,male,VINCENT@yopmail.com,123456789,1973-08-02,75107,99100,France,Paris,75107,20 avenue de Ségur
3999999899411,123,AC QUINZE,,BARNARD,male,BARNARD@yopmail.com,123456789,1964-10-23,75109,99100,France,Paris,75107,20 avenue de Ségur
3999999899412,123,AC SEIZE,,FRANCOIS,male,FRANCOIS@yopmail.com,123456789,1950-01-06,75117,99100,France,Paris,75107,20 avenue de Ségur
3999999899413,123,AC DIXSEPT,,NINA,female,NINA@yopmail.com,123456789,1970-08-16,75101,99100,France,Paris,75107,20 avenue de Ségur
3999999899414,123,AC QUARANTECINQ,,ERIC,male,ERIC@yopmail.com,123456789,1982-10-12,75108,99100,France,Paris,75107,20 avenue de Ségur
3999999899415,123,AC QUARANTESIX,,EMMA,female,EMMA@yopmail.com,123456789,1976-11-17,35238,99100,France,Paris,75107,20 avenue de Ségur
3999999899416,123,AC QUARANTESEPT,,INCONNU,male,INCONNU@yopmail.com,123456789,1967-11-12,33281,99100,France,Paris,75107,20 avenue de Ségur
3999999899417,123,AC CINQUANTEUN,,GAUTIER,male,GAUTIER@yopmail.com,123456789,1947-03-11,71076,99100,France,Paris,75107,20 avenue de Ségur
3999999899418,123,AC CINQUANTESEPT,,CHARLES,male,CHARLES@yopmail.com,123456789,1960-04-19,63113,99100,France,Paris,75107,20 avenue de Ségur
3999999899419,123,AC CINQUANTEHUIT,,JOSEPH,male,JOSEPH@yopmail.com,123456789,1984-12-15,57089,99100,France,Paris,75107,20 avenue de Ségur
3999999899420,123,AC DUBOIS,,Claire Louise,female,Claire4Louise@yopmail.com,123456789,1962-08-24,49007,99100,France,Paris,75107,20 avenue de Ségur
3999999899421,123,AC DUBIGNOT,,Arnaud,male,Arnaud@yopmail.com,123456789,1943-06-15,22305,99100,France,Paris,75107,20 avenue de Ségur
3999999899422,123,AC DUBINÔRE,,Françoise,female,Françoise@yopmail.com,123456789,1992-08-15,75107,99100,France,Paris,75107,20 avenue de Ségur
3999999899423,123,AC DELALALALANDE,,Alexandre Nicolas,male,Alexandre4Nicolas@yopmail.com,123456789,1991-01-07,75109,99100,France,Paris,75107,20 avenue de Ségur
3999999899424,123,AC DURAND,,Audrey,female,Audrey@yopmail.com,123456789,1978-02-15,75117,99100,France,Paris,75107,20 avenue de Ségur
3999999899425,123,AC CINQ,,TATIANA,female,TATIANA@yopmail.com,123456789,1945-09-30,75101,99100,France,Paris,75107,20 avenue de Ségur
3999999899426,123,AC CENTDEUX,,EMILIE,female,EMILIE@yopmail.com,123456789,1962-09-05,75108,99100,France,Paris,75107,20 avenue de Ségur
3999999899427,123,AC CINQUANTEDEUX,,CHLOE,female,CHLOE@yopmail.com,123456789,1972-05-17,35238,99100,France,Paris,75107,20 avenue de Ségur
3999999899428,123,AC CENTTREIZE,,LUC,male,L13UC@yopmail.com,123456789,1949-02-21,33281,99100,France,Paris,75107,20 avenue de Ségur
3999999899429,123,AC QUATREVGTDIXHUIT,,MARIE,female,MARIE@yopmail.com,123456789,1981-03-02,71076,99100,France,Paris,75107,20 avenue de Ségur
3999999899430,123,AC SIX,,YVETTE,female,YVETTE@yopmail.com,123456789,1971-03-25,63113,99100,France,Paris,75107,20 avenue de Ségur
3999999899431,123,AC SEPT,,RAYMOND,male,RAYMOND@yopmail.com,123456789,1950-10-12,57089,99100,France,Paris,75107,20 avenue de Ségur
3999999899432,123,AC HUIT,,LUCIEN,male,LUCIEN@yopmail.com,123456789,1925-11-18,49007,99100,France,Paris,75107,20 avenue de Ségur
3999999899433,123,AC NEUF,,ALEX,male,ALEX@yopmail.com,123456789,1964-08-17,22305,99100,France,Paris,75107,20 avenue de Ségur
3999999899434,123,AC DIX,,GUILLAUME,male,GUILLAUMEmar2@yopmail.com,123456789,1990-01-18,75107,99100,France,Paris,75107,20 avenue de Ségur
3999999899435,123,AC ONZE,,REMI,male,REMImars@yopmail.com,123456789,1992-02-25,75109,99100,France,Paris,75107,20 avenue de Ségur
3999999899436,123,AC DOUZE,,MARCEL,male,MARCEL-13@yopmail.com,123456789,1943-09-08,75117,99100,France,Paris,75107,20 avenue de Ségur
3999999899437,123,AC TREIZE,,SEBASTIEN,male,SEBASTIEN@yopmail.com,123456789,1977-09-02,75101,99100,France,Paris,75107,20 avenue de Ségur
3999999899438,123,AC QUATORZE,,VINCENT,male,VINCENTma13@yopmail.com,123456789,1973-08-02,75108,99100,France,Paris,75107,20 avenue de Ségur
3999999899439,123,AC QUINZE,,BARNARD,male,BARNARD13@yopmail.com,123456789,1964-10-23,35238,99100,France,Paris,75107,20 avenue de Ségur
3999999776206,123,DAIS,,MICHELINE,female,MICHELINE@yopmail.com,123456789,1940-09-06,33281,99100,France,Paris,75107,20 avenue de Ségur
3999999899440,123,DURAS,,GABIN JEAN-MARIE,male,GABIN4JEAN-MARIE@yopmail.com,123456789,1965-12-18,71076,99100,France,Paris,75107,20 avenue de Ségur
3999999899441,123,DOS SANTOS,,ESTEBAN,male,ESTEBAN@yopmail.com,123456789,1959-06-30,63113,99100,France,Paris,75107,20 avenue de Ségur
3999999899442,123,PIRAZIO,,VLAD,male,VLAD@yopmail.com,123456789,1948-10-15,57089,99100,France,Paris,75107,20 avenue de Ségur
3999999899443,123,VICENTE,,ROBERTO,male,ROBERTO@yopmail.com,123456789,1963-09-17,49007,99100,France,Paris,75107,20 avenue de Ségur
3999999899444,123,VAVINO,,PRENOM PAULE,female,PRENOM4PAULE@yopmail.com,123456789,1926-09-16,22305,99100,France,Paris,75107,20 avenue de Ségur
3999999899445,123,VAORANATITOU,,LEA BRIGITTE,female,LEA4BRIGITTE@yopmail.com,123456789,1973-02-17,75107,99100,France,Paris,75107,20 avenue de Ségur
3999999899446,123,BACHELOT,,MARIE LOUISE,female,MARIE4LOUISE@yopmail.com,123456789,1943-12-23,75109,99100,France,Paris,75107,20 avenue de Ségur
3999999899447,123,ANDRE,,PIERRE,male,PIERRE@yopmail.com,123456789,1989-08-30,75117,99100,France,Paris,75107,20 avenue de Ségur
3999999899448,123,AC CIS VINGTSEPT,,PRENOM GABIN,male,PRENOM4GABIN@yopmail.com,123456789,1973-12-06,75101,99100,France,Paris,75107,20 avenue de Ségur
3999999899449,123,AC CIS CENTDOUZE,,PRENOM LOUIS,male,PRENOM4LOUIS@yopmail.com,123456789,1969-06-22,75108,99100,France,Paris,75107,20 avenue de Ségur
3999999899450,123,AC CIS TRENTEQUATRE,,ZIA,female,ZIA@yopmail.com,123456789,1947-10-03,47008,99100,France,Paris,75107,20 avenue de Ségur
3999999899451,123,AC VINGTCINQ,,PRENOM ELLA,female,PRENOM4ELLA@yopmail.com,123456789,1964-09-07,54009,99100,France,Paris,75107,20 avenue de Ségur
3999999899452,123,AC DIXNEUF,,PRENOM PAULE,female,PRENOM4PAULE@yopmail.com,123456789,1925-09-16,37058,99100,France,Paris,75107,20 avenue de Ségur
3999999899453,123,AC TRENTEHUIT,,PNM LEA,female,PNM4LEA@yopmail.com,123456789,1976-02-10,51032,99100,France,Paris,75107,20 avenue de Ségur
3999999911243,123,CIS VINGTSIX,,PRENOM CLAUDE,male,Zeneffebek-0292@yopmail.com,123456789,1968-03-14,33522,99100,France,Paris,75107,20 avenue de Ségur
3999999913245,123,CIS VINGTHUIT,,PRENOM AGATHE,female,00000000001@yopmail.com,123456789,1987-11-28,71270,99100,France,Paris,75107,20 avenue de Ségur
3999999914246,123,CIS VINGTNEUF,,PRENOM LEA,female,00000000002@yopmail.com,123456789,1941-08-09,71230,99100,France,Paris,75107,20 avenue de Ségur
3999999916248,123,CIS TRENTEETUN,,PRENOM IDA,female,00000000003@yopmail.com,123456789,1986-11-27,55262,99100,France,Paris,75107,20 avenue de Ségur
3999999918250,123,CIS TRENTETROIS,,PRENOM JULES,male,00000000004@yopmail.com,123456789,1967-08-02,58062,99100,France,Paris,75107,20 avenue de Ségur
3999999920252,123,CIS TRENTECINQ,,PRENOM PIERRE,male,00000000005@yopmail.com,123456789,1947-09-11,86080,99100,France,Paris,75107,20 avenue de Ségur
3999999921253,123,CIS TRENTESIX,,PNM JULIE,female,00000000006@yopmail.com,123456789,1944-07-12,44015,99100,France,Paris,75107,20 avenue de Ségur
3999999922254,123,CIS TRENTESEPT,,PRENOM DAMIEN,male,00000000007@yopmail.com,123456789,1949-06-16,89024,99100,France,Paris,75107,20 avenue de Ségur
3999999924256,123,CIS TRENTENEUF,,PRENOM ROMAIN,male,00000000008@yopmail.com,123456789,1953-04-05,32112,99100,France,Paris,75107,20 avenue de Ségur
3999999925257,123,CIS QUARANTE,,PNM JUSTINE,female,00000000009@yopmail.com,123456789,1952-03-30,32113,99100,France,Paris,75107,20 avenue de Ségur
3999999926258,123,CIS QUARANTEUN,,PRENOM AUBIN,male,00000000010@yopmail.com,123456789,1963-07-06,07090,99100,France,Paris,75107,20 avenue de Ségur
3999999928260,123,CIS QUARANTETROIS,,PRENOM GILLES,male,00000000011@yopmail.com,123456789,1936-08-15,21093,99100,France,Paris,75107,20 avenue de Ségur
3999999929261,123,CIS QUARANTEQUATRE,,PNM IDA,female,00000000012@yopmail.com,123456789,1981-09-07,12202,99100,France,Paris,75107,20 avenue de Ségur
3999999933265,123,CIS QUARANTEHUIT,,PNM OLIVE,female,00000000013@yopmail.com,123456789,2003-08-07,36027,99100,France,Paris,75107,20 avenue de Ségur
3999999934266,123,CIS QUARANTENEUF,,PRENOM UGO,male,00000000014@yopmail.com,123456789,1988-05-14,25145,99100,France,Paris,75107,20 avenue de Ségur
3999999935267,123,CIS CINQUANTE,,PNM VIVIEN,male,00000000015@yopmail.com,123456789,1967-09-13,17093,99100,France,Paris,75107,20 avenue de Ségur
3999999938270,123,CIS CINQUANTETROIS,,PRENOM LEA,female,00000000016@yopmail.com,123456789,1971-10-24,12202,99100,France,Paris,75107,20 avenue de Ségur
3999999940272,123,CIS CINQUANTECINQ,,PRENOM ANA,female,00000000017@yopmail.com,123456789,1974-07-10,45234,99100,France,Paris,75107,20 avenue de Ségur
3999999941273,123,CIS CINQUANTESIX,,PRENOM JUDITH,female,00000000018@yopmail.com,123456789,2002-08-04,29273,99100,France,Paris,75107,20 avenue de Ségur
3999999944276,123,CIS CINQUANTENEUF,,PRENOM DIANE,female,00000000019@yopmail.com,123456789,1979-08-02,82165,99100,France,Paris,75107,20 avenue de Ségur
3999999945277,123,CIS SOIXANTE,,PRENOM FRANCOIS,male,00000000020@yopmail.com,123456789,1943-12-22,25145,99100,France,Paris,75107,20 avenue de Ségur
3999999946278,123,CIS SOIXANTEUN,,PRENOM RICHARD,male,00000000021@yopmail.com,123456789,1947-03-04,64024,99100,France,Paris,75107,20 avenue de Ségur
3999999947279,123,CIS SOIXANTEDEUX,,PRENOM VICTOR,male,00000000022@yopmail.com,123456789,1947-11-03,64060,99100,France,Paris,75107,20 avenue de Ségur
3999999948280,123,CIS SOIXANTETROIS,,PRENOM CYRIL,male,00000000023@yopmail.com,123456789,1975-09-19,05061,99100,France,Paris,75107,20 avenue de Ségur
3999999949281,123,CIS SOIXANTEQUATRE,,PRENOM BOB,male,00000000024@yopmail.com,123456789,2001-06-25,05086,99100,France,Paris,75107,20 avenue de Ségur
3999999950282,123,CIS SOIXANTECINQ,,PRENOM BORIS,male,00000000025@yopmail.com,123456789,1955-07-11,11213,99100,France,Paris,75107,20 avenue de Ségur
3999999939271,123,CIS CINQUANTEQUATRE,,PRENOM GUY,male,00000000026@yopmail.com,123456789,1947-07-18,54106,99100,France,Paris,75107,20 avenue de Ségur
3999999951283,123,CIS SOIXANTESIX,,PRENOM MAXIME,male,00000000027@yopmail.com,123456789,1997-10-24,22143,99100,France,Paris,75107,20 avenue de Ségur
3999999952284,123,CIS SOIXANTESEPT,,PRENOM GISELE,female,00000000028@yopmail.com,123456789,1976-11-09,22354,99100,France,Paris,75107,20 avenue de Ségur
3999999954286,123,CIS SOIXANTENEUF,,PRENOM LISE,female,00000000029@yopmail.com,123456789,2000-09-18,40046,99100,France,Paris,75107,20 avenue de Ségur
3999999955287,123,CIS SOIXANTEDIX,,PRENOM ROBERT,male,00000000030@yopmail.com,123456789,1975-04-30,40088,99100,France,Paris,75107,20 avenue de Ségur
3999999956288,123,CIS SOIXANTEETONZE,,PRENOM GUY,male,00000000031@yopmail.com,123456789,1961-08-12,88214,99100,France,Paris,75107,20 avenue de Ségur
3999999957289,123,CIS SOIXANTEDOUZE,,PRENOM YVES,male,00000000032@yopmail.com,123456789,1946-03-29,41018,99100,France,Paris,75107,20 avenue de Ségur
3999999958290,123,CIS SOIXANTETREIZE,,PRENOM REMI,male,00000000033@yopmail.com,123456789,1986-09-26,82033,99100,France,Paris,75107,20 avenue de Ségur
3999999959291,123,CIS SOIXTEQUATORZE,,PNM SYLVAIN,male,00000000034@yopmail.com,123456789,1954-09-19,11076,99100,France,Paris,75107,20 avenue de Ségur
3999999960292,123,CIS SOIXTEQUINZE,,PRENOM ANNE,female,00000000035@yopmail.com,123456789,1944-06-28,11213,99100,France,Paris,75107,20 avenue de Ségur
3999999961293,123,CIS SOIXANTESEIZE,,PRENOM REGIS,male,00000000036@yopmail.com,123456789,1969-11-10,54106,99100,France,Paris,75107,20 avenue de Ségur
3999999962294,123,CIS SOIXTEDIXSEPT,,PRENOM HERVE,female,00000000037@yopmail.com,123456789,1970-12-07,22143,99100,France,Paris,75107,20 avenue de Ségur
3999999963295,123,CIS SOIXTEDIXHUIT,,PRENOM JANE,female,00000000038@yopmail.com,123456789,1971-07-17,22354,99100,France,Paris,75107,20 avenue de Ségur
3999999965297,123,CIS QUATREVINGT,,PRENOM LEA,female,00000000039@yopmail.com,123456789,1972-02-20,40046,99100,France,Paris,75107,20 avenue de Ségur
3999999966298,123,CIS QUATREVGTUN,,PRENOM INA,female,00000000040@yopmail.com,123456789,1973-03-20,40088,99100,France,Paris,75107,20 avenue de Ségur
3999999967299,123,CIS QUATREVGTDEUX,,PRENOM IGOR,male,00000000041@yopmail.com,123456789,1974-06-19,88214,99100,France,Paris,75107,20 avenue de Ségur
3999999968300,123,CIS QUATREVGTTROIS,,PRENOM MAEL,male,00000000042@yopmail.com,123456789,1975-02-22,41018,99100,France,Paris,75107,20 avenue de Ségur
3999999969301,123,CIS QUATREVGTQUATRE,,PNM ANA,female,00000000043@yopmail.com,123456789,1976-06-16,82033,99100,France,Paris,75107,20 avenue de Ségur
3999999970302,123,CIS QUATREVGTCINQ,,PRENOM XAVIER,male,00000000044@yopmail.com,123456789,1977-06-24,11076,99100,France,Paris,75107,20 avenue de Ségur
3999999971303,123,CIS TQUATREVGTSIX,,PNM FLORE,female,00000000045@yopmail.com,123456789,1978-08-09,97101,99100,France,Paris,75107,20 avenue de Ségur
3999999972304,123,CIS QUATREVGTSEPT,,PRENOM JEAN,male,00000000046@yopmail.com,123456789,1979-08-18,97105,99100,France,Paris,75107,20 avenue de Ségur
3999999973305,123,CIS QUATREVGTHUIT,,PNM ELLE,female,00000000047@yopmail.com,123456789,1980-06-22,97216,99100,France,Paris,75107,20 avenue de Ségur
3999999974306,123,CIS QUATREVGTNEUF,,PRENOM PAUL,male,00000000048@yopmail.com,123456789,1957-04-10,97231,99100,France,Paris,75107,20 avenue de Ségur
